2018-02-28T13:46:38.168+0800 I CONTROL  [initandlisten] MongoDB starting : pid=29065 port=27005 dbpath=/usr/local/mongo-cluster-sharding/shards/node5/data/db 64-bit host=kieren.local
2018-02-28T16:37:06.921+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27006; HostUnreachable: Connection refused
2018-02-28T16:37:08.922+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27006
2018-02-28T16:37:08.923+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27006 - HostUnreachable: Connection refused
2018-02-28T16:37:08.923+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27006 due to failed operation on a connection
2018-02-28T16:37:08.923+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27006; HostUnreachable: Connection refused
2018-02-28T16:37:08.923+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27006
2018-02-28T16:37:08.923+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27006 - HostUnreachable: Connection refused
2018-02-28T16:37:08.923+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27006 due to failed operation on a connection
2018-02-28T16:37:08.923+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27006; HostUnreachable: Connection refused
2018-02-28T16:37:08.923+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27006
2018-02-28T16:37:08.923+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27006 - HostUnreachable: Connection refused
2018-02-28T16:37:08.923+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27006 due to failed operation on a connection
2018-02-28T16:37:08.923+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27006; HostUnreachable: Connection refused
2018-02-28T16:37:10.928+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27006
2018-02-28T16:37:10.929+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27006 - HostUnreachable: Connection refused
2018-02-28T16:37:10.929+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27006 due to failed operation on a connection
2018-02-28T16:37:10.929+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27006; HostUnreachable: Connection refused
2018-02-28T16:37:10.929+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27006
2018-02-28T16:37:10.929+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27006 - HostUnreachable: Connection refused
2018-02-28T16:37:10.929+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27006 due to failed operation on a connection
2018-02-28T16:37:10.929+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27006; HostUnreachable: Connection refused
2018-02-28T16:37:10.929+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27006
2018-02-28T16:37:10.929+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27006 - HostUnreachable: Connection refused
2018-02-28T16:37:10.929+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27006 due to failed operation on a connection
2018-02-28T16:37:10.929+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27006; HostUnreachable: Connection refused
2018-02-28T16:37:12.931+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27006
2018-02-28T16:37:14.097+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:52241 #2 (2 connections now open)
2018-02-28T16:37:14.098+0800 I -        [conn2] end connection 127.0.0.1:52241 (2 connections now open)
2018-02-28T16:37:14.099+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:52243 #3 (2 connections now open)
2018-02-28T16:37:14.099+0800 I NETWORK  [conn3] received client metadata from 127.0.0.1:52243 conn3: { driver: { name: "NetworkInterfaceASIO-Replication", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T16:37:14.860+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to 127.0.0.1:27006, took 1929ms (1 connections now open to 127.0.0.1:27006)
2018-02-28T16:37:14.860+0800 I REPL     [ReplicationExecutor] Member 127.0.0.1:27006 is now in state SECONDARY
2018-02-28T16:37:19.116+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:52254 #4 (3 connections now open)
2018-02-28T16:37:19.116+0800 I NETWORK  [conn4] received client metadata from 127.0.0.1:52254 conn4: { driver: { name: "NetworkInterfaceASIO-RS", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T16:37:19.117+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:52255 #5 (4 connections now open)
2018-02-28T16:37:19.117+0800 I NETWORK  [conn5] received client metadata from 127.0.0.1:52255 conn5: { driver: { name: "NetworkInterfaceASIO-RS", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T16:39:29.937+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:52526 #6 (5 connections now open)
2018-02-28T16:39:29.941+0800 I NETWORK  [conn6] received client metadata from 127.0.0.1:52526 conn6: { driver: { name: "MongoDB Internal Client", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T16:39:49.854+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:52568 #7 (6 connections now open)
2018-02-28T16:39:49.854+0800 I NETWORK  [conn7] received client metadata from 127.0.0.1:52568 conn7: { driver: { name: "MongoDB Internal Client", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T16:39:55.418+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:52585 #8 (7 connections now open)
2018-02-28T16:39:55.419+0800 I NETWORK  [conn8] received client metadata from 127.0.0.1:52585 conn8: { driver: { name: "MongoDB Internal Client", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T16:40:14.840+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:52631 #9 (8 connections now open)
2018-02-28T16:40:14.840+0800 I NETWORK  [conn9] received client metadata from 127.0.0.1:52631 conn9: { driver: { name: "MongoDB Internal Client", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T16:52:51.161+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:54721 #10 (9 connections now open)
2018-02-28T16:52:51.162+0800 I NETWORK  [conn10] received client metadata from 127.0.0.1:54721 conn10: { driver: { name: "MongoDB Internal Client", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T16:53:39.226+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Ending connection to host 127.0.0.1:27004 due to bad connection status; 1 connections to that host remain open
2018-02-28T16:53:39.227+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Failed to close stream: Socket is not connected
2018-02-28T16:53:39.227+0800 I -        [conn1] end connection 127.0.0.1:52099 (9 connections now open)
2018-02-28T16:53:39.227+0800 I REPL     [replication-0] Restarting oplog query due to error: HostUnreachable: End of file. Last fetched optime (with hash): { ts: Timestamp 1519808010000|1, t: 2 }[-2332495776753996789]. Restarts remaining: 3
2018-02-28T16:53:39.227+0800 I ASIO     [replication-0] dropping unhealthy pooled connection to 127.0.0.1:27004
2018-02-28T16:53:39.227+0800 I ASIO     [replication-0] after drop, pool was empty, going to spawn some connections
2018-02-28T16:53:39.227+0800 I ASIO     [replication-0] Failed to close stream: Socket is not connected
2018-02-28T16:53:39.227+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to 127.0.0.1:27004
2018-02-28T16:53:39.227+0800 I REPL     [replication-0] Scheduled new oplog query Fetcher source: 127.0.0.1:27004 database: local query: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1519808010000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 2 } query metadata: { $replData: 1, $oplogQueryData: 1, $ssm: { $secondaryOk: true } } active: 1 timeout: 65000ms shutting down?: 0 first: 1 firstCommandScheduler: RemoteCommandRetryScheduler request: RemoteCommand 3829 -- target:127.0.0.1:27004 db:local cmd:{ find: "oplog.rs", filter: { ts: { $gte: Timestamp 1519808010000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 2 } active: 1 callbackHandle.valid: 1 callbackHandle.cancelled: 0 attempt: 1 retryPolicy: RetryPolicyImpl maxAttempts: 1 maxTimeMillis: -1ms
2018-02-28T16:53:39.227+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Failed to connect to 127.0.0.1:27004 - HostUnreachable: Connection refused
2018-02-28T16:53:39.227+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Dropping all pooled connections to 127.0.0.1:27004 due to failed operation on a connection
2018-02-28T16:53:39.227+0800 I REPL     [replication-1] Restarting oplog query due to error: HostUnreachable: Connection refused. Last fetched optime (with hash): { ts: Timestamp 1519808010000|1, t: 2 }[-2332495776753996789]. Restarts remaining: 2
2018-02-28T16:53:39.228+0800 I REPL     [replication-1] Scheduled new oplog query Fetcher source: 127.0.0.1:27004 database: local query: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1519808010000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 2 } query metadata: { $replData: 1, $oplogQueryData: 1, $ssm: { $secondaryOk: true } } active: 1 timeout: 65000ms shutting down?: 0 first: 1 firstCommandScheduler: RemoteCommandRetryScheduler request: RemoteCommand 3831 -- target:127.0.0.1:27004 db:local cmd:{ find: "oplog.rs", filter: { ts: { $gte: Timestamp 1519808010000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 2 } active: 1 callbackHandle.valid: 1 callbackHandle.cancelled: 0 attempt: 1 retryPolicy: RetryPolicyImpl maxAttempts: 1 maxTimeMillis: -1ms
2018-02-28T16:53:39.228+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to 127.0.0.1:27004
2018-02-28T16:53:39.228+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Failed to connect to 127.0.0.1:27004 - HostUnreachable: Connection refused
2018-02-28T16:53:39.228+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Dropping all pooled connections to 127.0.0.1:27004 due to failed operation on a connection
2018-02-28T16:53:39.228+0800 I REPL     [replication-0] Restarting oplog query due to error: HostUnreachable: Connection refused. Last fetched optime (with hash): { ts: Timestamp 1519808010000|1, t: 2 }[-2332495776753996789]. Restarts remaining: 1
2018-02-28T16:53:39.228+0800 I REPL     [replication-0] Scheduled new oplog query Fetcher source: 127.0.0.1:27004 database: local query: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1519808010000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 2 } query metadata: { $replData: 1, $oplogQueryData: 1, $ssm: { $secondaryOk: true } } active: 1 timeout: 65000ms shutting down?: 0 first: 1 firstCommandScheduler: RemoteCommandRetryScheduler request: RemoteCommand 3833 -- target:127.0.0.1:27004 db:local cmd:{ find: "oplog.rs", filter: { ts: { $gte: Timestamp 1519808010000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 2 } active: 1 callbackHandle.valid: 1 callbackHandle.cancelled: 0 attempt: 1 retryPolicy: RetryPolicyImpl maxAttempts: 1 maxTimeMillis: -1ms
2018-02-28T16:53:39.228+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to 127.0.0.1:27004
2018-02-28T16:53:39.228+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Failed to connect to 127.0.0.1:27004 - HostUnreachable: Connection refused
2018-02-28T16:53:39.228+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Dropping all pooled connections to 127.0.0.1:27004 due to failed operation on a connection
2018-02-28T16:53:39.228+0800 I REPL     [replication-1] Error returned from oplog query (no more query restarts left): HostUnreachable: Connection refused
2018-02-28T16:53:39.228+0800 W REPL     [rsBackgroundSync] Fetcher stopped querying remote oplog with error: HostUnreachable: Connection refused
2018-02-28T16:53:39.228+0800 I REPL     [rsBackgroundSync] could not find member to sync from
2018-02-28T16:53:39.228+0800 I ASIO     [ReplicationExecutor] dropping unhealthy pooled connection to 127.0.0.1:27004
2018-02-28T16:53:39.228+0800 I ASIO     [ReplicationExecutor] after drop, pool was empty, going to spawn some connections
2018-02-28T16:53:39.228+0800 I ASIO     [ReplicationExecutor] Failed to close stream: Socket is not connected
2018-02-28T16:53:39.228+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27004
2018-02-28T16:53:39.229+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27004 - HostUnreachable: Connection refused
2018-02-28T16:53:39.229+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27004 due to failed operation on a connection
2018-02-28T16:53:39.229+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27004; HostUnreachable: Connection refused
2018-02-28T16:53:39.229+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27004
2018-02-28T16:53:39.229+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27004 - HostUnreachable: Connection refused
2018-02-28T16:53:39.229+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27004 due to failed operation on a connection
2018-02-28T16:53:39.229+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27004; HostUnreachable: Connection refused
2018-02-28T16:53:39.229+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27004
2018-02-28T16:53:39.229+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27004 - HostUnreachable: Connection refused
2018-02-28T16:53:39.229+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27004 due to failed operation on a connection
2018-02-28T16:53:39.229+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27004; HostUnreachable: Connection refused
2018-02-28T16:53:40.081+0800 I REPL     [SyncSourceFeedback] SyncSourceFeedback error sending update to 127.0.0.1:27004: InvalidSyncSource: Sync source was cleared. Was 127.0.0.1:27004
2018-02-28T16:53:41.588+0800 I CONTROL  [signalProcessingThread] got signal 15 (Terminated: 15), will terminate after current cmd ends
2018-02-28T16:53:41.588+0800 I NETWORK  [signalProcessingThread] shutdown: going to close listening sockets...
2018-02-28T16:53:41.588+0800 I NETWORK  [signalProcessingThread] closing listening socket: 7
2018-02-28T16:53:41.588+0800 I NETWORK  [signalProcessingThread] closing listening socket: 8
2018-02-28T16:53:41.589+0800 I NETWORK  [signalProcessingThread] removing socket file: /tmp/mongodb-27005.sock
2018-02-28T16:53:41.589+0800 I NETWORK  [signalProcessingThread] shutdown: going to flush diaglog...
2018-02-28T16:53:41.589+0800 I REPL     [signalProcessingThread] shutting down replication subsystems
2018-02-28T16:53:41.589+0800 I REPL     [signalProcessingThread] Stopping replication reporter thread
2018-02-28T16:53:41.589+0800 I REPL     [signalProcessingThread] Stopping replication fetcher thread
2018-02-28T16:53:41.589+0800 I REPL     [signalProcessingThread] Stopping replication applier thread
2018-02-28T16:53:42.238+0800 I REPL     [signalProcessingThread] Stopping replication storage threads
2018-02-28T16:53:42.239+0800 I FTDC     [signalProcessingThread] Shutting down full-time diagnostic data capture
2018-02-28T16:53:42.240+0800 I STORAGE  [signalProcessingThread] WiredTigerKVEngine shutting down
2018-02-28T16:53:42.432+0800 I STORAGE  [signalProcessingThread] shutdown: removing fs lock...
2018-02-28T16:53:42.433+0800 I CONTROL  [signalProcessingThread] now exiting
2018-02-28T16:53:42.433+0800 I CONTROL  [signalProcessingThread] shutting down with code:0
2018-02-28T16:57:39.760+0800 I CONTROL  [main] ***** SERVER RESTARTED *****
2018-02-28T16:57:39.783+0800 I CONTROL  [initandlisten] MongoDB starting : pid=40373 port=27005 dbpath=/usr/local/mongo-cluster-sharding/shards/node5/data/db 64-bit host=kieren.local
2018-02-28T16:57:39.783+0800 I CONTROL  [initandlisten] db version v3.4.7
2018-02-28T16:57:39.783+0800 I CONTROL  [initandlisten] git version: cf38c1b8a0a8dca4a11737581beafef4fe120bcd
2018-02-28T16:57:39.783+0800 I CONTROL  [initandlisten] OpenSSL version: OpenSSL 0.9.8zg 14 July 2015
2018-02-28T16:57:39.783+0800 I CONTROL  [initandlisten] allocator: system
2018-02-28T16:57:39.783+0800 I CONTROL  [initandlisten] modules: none
2018-02-28T16:57:39.783+0800 I CONTROL  [initandlisten] build environment:
2018-02-28T16:57:39.783+0800 I CONTROL  [initandlisten]     distarch: x86_64
2018-02-28T16:57:39.783+0800 I CONTROL  [initandlisten]     target_arch: x86_64
2018-02-28T16:57:39.783+0800 I CONTROL  [initandlisten] options: { config: "node5/mongodb.conf", net: { bindIp: "127.0.0.1", port: 27005 }, processManagement: { fork: true }, replication: { replSet: "set2" }, sharding: { clusterRole: "shardsvr" }, storage: { dbPath: "/usr/local/mongo-cluster-sharding/shards/node5/data/db" }, systemLog: { destination: "file", logAppend: true, path: "/usr/local/mongo-cluster-sharding/shards/node5/log/mongodb.log" } }
2018-02-28T16:57:39.784+0800 I -        [initandlisten] Detected data files in /usr/local/mongo-cluster-sharding/shards/node5/data/db created by the 'wiredTiger' storage engine, so setting the active storage engine to 'wiredTiger'.
2018-02-28T16:57:39.784+0800 I STORAGE  [initandlisten] wiredtiger_open config: create,cache_size=3584M,session_max=20000,eviction=(threads_min=4,threads_max=4),config_base=false,statistics=(fast),log=(enabled=true,archive=true,path=journal,compressor=snappy),file_manager=(close_idle_time=100000),checkpoint=(wait=60,log_size=2GB),statistics_log=(wait=0),
2018-02-28T16:57:41.121+0800 I STORAGE  [initandlisten] Starting WiredTigerRecordStoreThread local.oplog.rs
2018-02-28T16:57:41.121+0800 I STORAGE  [initandlisten] The size storer reports that the oplog contains 948 records totaling to 91338 bytes
2018-02-28T16:57:41.121+0800 I STORAGE  [initandlisten] Scanning the oplog to determine where to place markers for truncation
2018-02-28T16:57:41.329+0800 I CONTROL  [initandlisten] 
2018-02-28T16:57:41.329+0800 I CONTROL  [initandlisten] ** WARNING: Access control is not enabled for the database.
2018-02-28T16:57:41.329+0800 I CONTROL  [initandlisten] **          Read and write access to data and configuration is unrestricted.
2018-02-28T16:57:41.329+0800 I CONTROL  [initandlisten] 
2018-02-28T16:57:41.329+0800 I CONTROL  [initandlisten] 
2018-02-28T16:57:41.329+0800 I CONTROL  [initandlisten] ** WARNING: soft rlimits too low. Number of files is 256, should be at least 1000
2018-02-28T16:57:41.380+0800 I SHARDING [initandlisten] initializing sharding state with: { _id: "shardIdentity", configsvrConnectionString: "configset/127.0.0.1:28001,127.0.0.1:28002,127.0.0.1:28003", shardName: "set2", clusterId: ObjectId('5a9649989ac5bc9267871b97') }
2018-02-28T16:57:41.380+0800 I SHARDING [initandlisten] first cluster operation detected, adding sharding hook to enable versioning and authentication to remote servers
2018-02-28T16:57:41.391+0800 I NETWORK  [initandlisten] Starting new replica set monitor for configset/127.0.0.1:28001,127.0.0.1:28002,127.0.0.1:28003
2018-02-28T16:57:41.392+0800 I SHARDING [thread1] creating distributed lock ping thread for process kieren.local:27005:1519808261:4041364452472659679 (sleeping for 30000ms)
2018-02-28T16:57:41.392+0800 W NETWORK  [ReplicaSetMonitor-TaskExecutor-0] Failed to connect to 127.0.0.1:28002, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:41.392+0800 W NETWORK  [shard registry reload] Failed to connect to 127.0.0.1:28003, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:41.392+0800 W NETWORK  [replSetDistLockPinger] Failed to connect to 127.0.0.1:28001, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:41.392+0800 W NETWORK  [replSetDistLockPinger] No primary detected for set configset
2018-02-28T16:57:41.392+0800 I NETWORK  [replSetDistLockPinger] All nodes for set configset are down. This has happened for 1 checks in a row.
2018-02-28T16:57:41.894+0800 W NETWORK  [shard registry reload] Failed to connect to 127.0.0.1:28002, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:41.894+0800 W NETWORK  [replSetDistLockPinger] Failed to connect to 127.0.0.1:28003, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:41.894+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28001, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:41.894+0800 W NETWORK  [initandlisten] No primary detected for set configset
2018-02-28T16:57:41.894+0800 I NETWORK  [initandlisten] All nodes for set configset are down. This has happened for 2 checks in a row.
2018-02-28T16:57:42.395+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28002, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:42.396+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28003, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:42.396+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28001, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:42.396+0800 W NETWORK  [initandlisten] No primary detected for set configset
2018-02-28T16:57:42.396+0800 I NETWORK  [initandlisten] All nodes for set configset are down. This has happened for 3 checks in a row.
2018-02-28T16:57:42.398+0800 W NETWORK  [shard registry reload] Failed to connect to 127.0.0.1:28001, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:42.398+0800 W NETWORK  [replSetDistLockPinger] Failed to connect to 127.0.0.1:28003, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:42.398+0800 W NETWORK  [shard registry reload] Failed to connect to 127.0.0.1:28002, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:42.398+0800 W NETWORK  [shard registry reload] No primary detected for set configset
2018-02-28T16:57:42.398+0800 I NETWORK  [shard registry reload] All nodes for set configset are down. This has happened for 4 checks in a row.
2018-02-28T16:57:42.897+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28002, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:42.897+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28003, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:42.898+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28001, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:42.898+0800 W NETWORK  [initandlisten] No primary detected for set configset
2018-02-28T16:57:42.898+0800 I NETWORK  [initandlisten] All nodes for set configset are down. This has happened for 5 checks in a row.
2018-02-28T16:57:42.902+0800 W NETWORK  [replSetDistLockPinger] Failed to connect to 127.0.0.1:28001, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:42.902+0800 W NETWORK  [shard registry reload] Failed to connect to 127.0.0.1:28003, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:42.902+0800 W NETWORK  [replSetDistLockPinger] Failed to connect to 127.0.0.1:28002, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:42.902+0800 W NETWORK  [replSetDistLockPinger] No primary detected for set configset
2018-02-28T16:57:42.902+0800 I NETWORK  [replSetDistLockPinger] All nodes for set configset are down. This has happened for 6 checks in a row.
2018-02-28T16:57:43.399+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28003, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:43.399+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28002, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:43.399+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28001, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:43.399+0800 W NETWORK  [initandlisten] No primary detected for set configset
2018-02-28T16:57:43.399+0800 I NETWORK  [initandlisten] All nodes for set configset are down. This has happened for 7 checks in a row.
2018-02-28T16:57:43.407+0800 W NETWORK  [replSetDistLockPinger] Failed to connect to 127.0.0.1:28003, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:43.407+0800 W NETWORK  [shard registry reload] Failed to connect to 127.0.0.1:28001, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:43.407+0800 W NETWORK  [replSetDistLockPinger] Failed to connect to 127.0.0.1:28002, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:43.407+0800 W NETWORK  [replSetDistLockPinger] No primary detected for set configset
2018-02-28T16:57:43.407+0800 I NETWORK  [replSetDistLockPinger] All nodes for set configset are down. This has happened for 8 checks in a row.
2018-02-28T16:57:43.900+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28001, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:43.900+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28002, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:43.900+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28003, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:43.900+0800 W NETWORK  [initandlisten] No primary detected for set configset
2018-02-28T16:57:43.900+0800 I NETWORK  [initandlisten] All nodes for set configset are down. This has happened for 9 checks in a row.
2018-02-28T16:57:43.911+0800 W NETWORK  [replSetDistLockPinger] Failed to connect to 127.0.0.1:28001, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:43.911+0800 W NETWORK  [shard registry reload] Failed to connect to 127.0.0.1:28002, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:43.912+0800 W NETWORK  [replSetDistLockPinger] Failed to connect to 127.0.0.1:28003, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:43.912+0800 W NETWORK  [replSetDistLockPinger] No primary detected for set configset
2018-02-28T16:57:43.912+0800 I NETWORK  [replSetDistLockPinger] All nodes for set configset are down. This has happened for 10 checks in a row.
2018-02-28T16:57:44.401+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28003, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:44.401+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28002, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:44.401+0800 W NETWORK  [initandlisten] Failed to connect to 127.0.0.1:28001, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:44.401+0800 W NETWORK  [initandlisten] No primary detected for set configset
2018-02-28T16:57:44.401+0800 I NETWORK  [initandlisten] All nodes for set configset are down. This has happened for 11 checks in a row.
2018-02-28T16:57:44.415+0800 W NETWORK  [shard registry reload] Failed to connect to 127.0.0.1:28001, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:44.415+0800 W NETWORK  [replSetDistLockPinger] Failed to connect to 127.0.0.1:28002, in(checking socket for error after poll), reason: Connection refused
2018-02-28T16:57:44.415+0800 W NETWORK  [shard registry reload] Failed to connect to 127.0.0.1:28003, in(checking socket for error after poll), reason: Connection refused
